,time_of_experiment,scanner_status,advertiser_status,RSSI,distance
0,2020-07-13 20:29:51.754299,2,1,-66,10
0,2020-07-13 20:29:53.758571,2,1,-67,10
0,2020-07-13 20:29:55.764449,2,1,-66,10
0,2020-07-13 20:29:57.768826,2,1,-65,10
0,2020-07-13 20:29:59.774380,2,1,-68,10
0,2020-07-13 20:30:01.779388,2,1,-68,10
0,2020-07-13 20:30:03.784577,2,1,-66,10
0,2020-07-13 20:30:05.788959,2,1,-67,10
0,2020-07-13 20:30:07.794499,2,1,-67,10
0,2020-07-13 20:30:09.799614,2,1,-66,10
0,2020-07-13 20:30:10.025838,2,1,-66,10
0,2020-07-13 20:30:12.030848,2,1,-66,10
0,2020-07-13 20:30:14.035979,2,1,-68,10
0,2020-07-13 20:30:16.040892,2,1,-68,10
0,2020-07-13 20:30:18.046010,2,1,-67,10
0,2020-07-13 20:30:20.050926,2,1,-67,10
0,2020-07-13 20:30:22.056113,2,1,-66,10
0,2020-07-13 20:30:24.061043,2,1,-67,10
0,2020-07-13 20:30:26.066159,2,1,-66,10
0,2020-07-13 20:30:28.071049,2,1,-66,10
0,2020-07-13 20:30:30.076265,2,1,-66,10
0,2020-07-13 20:30:32.081241,2,1,-67,10
0,2020-07-13 20:30:34.086256,2,1,-69,10
0,2020-07-13 20:30:36.091336,2,1,-67,10
0,2020-07-13 20:30:38.096323,2,1,-66,10
0,2020-07-13 20:30:40.101272,2,1,-68,10
0,2020-07-13 20:30:42.106403,2,1,-66,10
0,2020-07-13 20:30:44.143688,2,1,-69,10
0,2020-07-13 20:30:46.148968,2,1,-68,10
0,2020-07-13 20:30:48.153952,2,1,-67,10
0,2020-07-13 20:30:50.159070,2,1,-67,10
0,2020-07-13 20:30:52.164165,2,1,-67,10
0,2020-07-13 20:30:54.169003,2,1,-66,10
0,2020-07-13 20:30:56.174135,2,1,-67,10
0,2020-07-13 20:30:58.179213,2,1,-67,10
0,2020-07-13 20:31:00.184331,2,1,-66,10
0,2020-07-13 20:31:02.189203,2,1,-64,10
0,2020-07-13 20:31:04.194265,2,1,-65,10
0,2020-07-13 20:31:06.199299,2,1,-67,10
0,2020-07-13 20:31:08.204478,2,1,-66,10
0,2020-07-13 20:31:10.209423,2,1,-67,10
0,2020-07-13 20:31:12.214410,2,1,-64,10
0,2020-07-13 20:31:14.219444,2,1,-67,10
0,2020-07-13 20:31:16.224620,2,1,-65,10
0,2020-07-13 20:31:18.229475,2,1,-63,10
0,2020-07-13 20:31:20.234471,2,1,-66,10
0,2020-07-13 20:31:22.239627,2,1,-65,10
0,2020-07-13 20:31:24.244749,2,1,-64,10
0,2020-07-13 20:31:26.249571,2,1,-66,10
0,2020-07-13 20:31:28.254693,2,1,-65,10
0,2020-07-13 20:31:30.259684,2,1,-67,10
0,2020-07-13 20:31:32.264807,2,1,-68,10
0,2020-07-13 20:31:34.269686,2,1,-67,10
0,2020-07-13 20:31:36.274839,2,1,-66,10
0,2020-07-13 20:31:38.279745,2,1,-66,10
0,2020-07-13 20:31:40.284911,2,1,-71,10
0,2020-07-13 20:31:42.289880,2,1,-71,10
0,2020-07-13 20:31:44.294936,2,1,-67,10
0,2020-07-13 20:31:46.299884,2,1,-68,10
0,2020-07-13 20:31:48.305115,2,1,-65,10
0,2020-07-13 20:31:50.309999,2,1,-64,10
0,2020-07-13 20:31:52.315074,2,1,-67,10
0,2020-07-13 20:31:54.320007,2,1,-67,10
0,2020-07-13 20:31:56.325213,2,1,-65,10
0,2020-07-13 20:31:58.330079,2,1,-64,10
0,2020-07-13 20:32:00.335199,2,1,-66,10
0,2020-07-13 20:32:02.340301,2,1,-68,10
0,2020-07-13 20:32:04.345179,2,1,-68,10
0,2020-07-13 20:32:06.350250,2,1,-68,10
0,2020-07-13 20:32:08.355407,2,1,-65,10
0,2020-07-13 20:32:10.360475,2,1,-66,10
0,2020-07-13 20:32:12.365376,2,1,-67,10
0,2020-07-13 20:32:14.370456,2,1,-64,10
0,2020-07-13 20:32:16.375519,2,1,-65,10
0,2020-07-13 20:32:18.380617,2,1,-65,10
0,2020-07-13 20:32:20.385555,2,1,-67,10
0,2020-07-13 20:32:22.390486,2,1,-68,10
0,2020-07-13 20:32:24.395596,2,1,-69,10
0,2020-07-13 20:32:26.400735,2,1,-68,10
0,2020-07-13 20:32:28.405598,2,1,-68,10
0,2020-07-13 20:32:30.410592,2,1,-69,10
0,2020-07-13 20:32:32.415801,2,1,-68,10
0,2020-07-13 19:27:09.580996,2,1,-73,2
0,2020-07-13 19:27:11.585886,2,1,-66,2
0,2020-07-13 19:27:13.590799,2,1,-54,2
0,2020-07-13 19:27:15.595602,2,1,-53,2
0,2020-07-13 19:27:17.600521,2,1,-54,2
0,2020-07-13 19:27:19.605497,2,1,-68,2
0,2020-07-13 19:27:21.610326,2,1,-68,2
0,2020-07-13 19:27:23.615237,2,1,-54,2
0,2020-07-13 19:27:25.620180,2,1,-69,2
0,2020-07-13 19:27:27.625050,2,1,-68,2
0,2020-07-13 19:27:29.629945,2,1,-54,2
0,2020-07-13 19:27:31.634907,2,1,-66,2
0,2020-07-13 19:27:33.639778,2,1,-65,2
0,2020-07-13 19:27:35.644688,2,1,-53,2
0,2020-07-13 19:27:37.649641,2,1,-66,2
0,2020-07-13 19:27:39.654570,2,1,-66,2
0,2020-07-13 19:27:41.659400,2,1,-65,2
0,2020-07-13 19:27:43.664493,2,1,-66,2
0,2020-07-13 19:27:45.669245,2,1,-67,2
0,2020-07-13 19:27:47.674208,2,1,-65,2
0,2020-07-13 19:27:49.679129,2,1,-65,2
0,2020-07-13 19:27:51.683985,2,1,-66,2
0,2020-07-13 19:27:53.688950,2,1,-54,2
0,2020-07-13 19:27:55.693856,2,1,-54,2
0,2020-07-13 19:27:57.698745,2,1,-67,2
0,2020-07-13 19:27:59.703641,2,1,-66,2
0,2020-07-13 19:28:01.708629,2,1,-67,2
0,2020-07-13 19:28:03.713489,2,1,-66,2
0,2020-07-13 19:28:05.718386,2,1,-66,2
0,2020-07-13 19:28:07.723355,2,1,-67,2
0,2020-07-13 19:28:09.728237,2,1,-54,2
0,2020-07-13 19:28:11.733272,2,1,-54,2
0,2020-07-13 19:28:13.738138,2,1,-67,2
0,2020-07-13 19:28:15.742975,2,1,-54,2
0,2020-07-13 19:28:17.747896,2,1,-67,2
0,2020-07-13 19:28:19.752899,2,1,-66,2
0,2020-07-13 19:28:21.757746,2,1,-54,2
0,2020-07-13 19:28:23.762669,2,1,-54,2
0,2020-07-13 19:28:25.767624,2,1,-68,2
0,2020-07-13 19:28:27.772505,2,1,-54,2
0,2020-07-13 19:28:29.777512,2,1,-69,2
0,2020-07-13 19:28:31.782387,2,1,-69,2
0,2020-07-13 19:28:33.787271,2,1,-69,2
0,2020-07-13 19:28:35.792166,2,1,-68,2
0,2020-07-13 19:28:37.797190,2,1,-56,2
0,2020-07-13 19:28:39.802055,2,1,-62,2
0,2020-07-13 19:28:41.806967,2,1,-71,2
0,2020-07-13 19:28:43.811895,2,1,-71,2
0,2020-07-13 19:28:44.023139,2,1,-67,2
0,2020-07-13 19:28:46.028038,2,1,-54,2
0,2020-07-13 19:28:48.032956,2,1,-71,2
0,2020-07-13 19:28:50.037885,2,1,-54,2
0,2020-07-13 19:28:52.042852,2,1,-65,2
0,2020-07-13 19:28:54.047814,2,1,-54,2
0,2020-07-13 19:28:56.052652,2,1,-68,2
0,2020-07-13 19:28:58.057615,2,1,-67,2
0,2020-07-13 19:29:00.062566,2,1,-54,2
0,2020-07-13 19:29:02.067458,2,1,-65,2
0,2020-07-13 19:29:04.072412,2,1,-53,2
0,2020-07-13 19:29:06.077311,2,1,-67,2
0,2020-07-13 19:29:08.082268,2,1,-66,2
0,2020-07-13 19:29:10.087302,2,1,-54,2
0,2020-07-13 19:29:12.092092,2,1,-67,2
0,2020-07-13 19:29:14.097050,2,1,-53,2
0,2020-07-13 19:29:16.101984,2,1,-68,2
0,2020-07-13 19:29:18.106866,2,1,-68,2
0,2020-07-13 19:29:20.111908,2,1,-54,2
0,2020-07-13 19:29:22.116765,2,1,-66,2
0,2020-07-13 19:29:24.121719,2,1,-66,2
0,2020-07-13 19:29:26.126576,2,1,-55,2
0,2020-07-13 19:29:28.131514,2,1,-69,2
0,2020-07-13 19:29:30.136523,2,1,-65,2
0,2020-07-13 19:29:32.141379,2,1,-54,2
0,2020-07-13 19:29:34.146353,2,1,-67,2
0,2020-07-13 19:29:36.151294,2,1,-54,2
0,2020-07-13 19:29:38.156175,2,1,-70,2
0,2020-07-13 19:29:40.161105,2,1,-65,2
0,2020-07-13 19:29:42.166042,2,1,-70,2
0,2020-07-13 19:29:44.171029,2,1,-68,2
0,2020-07-13 19:29:46.175899,2,1,-64,2
0,2020-07-13 19:29:48.180829,2,1,-55,2
0,2020-07-13 19:29:50.185813,2,1,-56,2
0,2020-07-13 19:29:52.190705,2,1,-55,2
0,2020-07-13 19:29:54.195648,2,1,-55,2
0,2020-07-13 19:29:56.200577,2,1,-67,2
0,2020-07-13 19:29:58.205564,2,1,-69,2
0,2020-07-13 19:30:00.210438,2,1,-69,2
0,2020-07-13 19:30:02.215410,2,1,-55,2
0,2020-07-13 19:30:04.220447,2,1,-67,2
0,2020-07-13 19:30:06.225260,2,1,-66,2
0,2020-07-13 19:30:08.230181,2,1,-54,2
0,2020-07-13 19:30:10.235294,2,1,-67,2
0,2020-07-13 19:30:12.240082,2,1,-55,2
0,2020-07-13 19:30:14.245028,2,1,-55,2
0,2020-07-13 19:30:16.249983,2,1,-68,2
0,2020-07-13 19:30:18.254879,2,1,-67,2
0,2020-07-13 19:30:20.259796,2,1,-70,2
0,2020-07-13 19:30:22.264799,2,1,-69,2
0,2020-07-13 19:30:24.269695,2,1,-66,2
0,2020-07-13 19:30:26.274614,2,1,-66,2
0,2020-07-13 19:30:28.279568,2,1,-56,2
0,2020-07-13 19:30:30.284580,2,1,-71,2
0,2020-07-13 19:30:32.289455,2,1,-67,2
0,2020-07-13 19:30:34.294545,2,1,-66,2
0,2020-07-13 19:30:36.299377,2,1,-65,2
0,2020-07-13 19:30:38.304320,2,1,-71,2
0,2020-07-13 19:30:40.309194,2,1,-66,2
0,2020-07-13 19:30:42.314233,2,1,-69,2
0,2020-07-13 19:30:44.319143,2,1,-69,2
0,2020-07-13 19:30:46.324009,2,1,-69,2
0,2020-07-13 19:30:48.328970,2,1,-66,2
0,2020-07-13 19:30:50.333974,2,1,-55,2
0,2020-07-13 19:30:52.338889,2,1,-65,2
0,2020-07-13 19:30:54.343796,2,1,-54,2
0,2020-07-13 19:30:56.348772,2,1,-66,2
0,2020-07-13 19:30:58.353692,2,1,-66,2
0,2020-07-13 19:31:00.358608,2,1,-69,2
0,2020-07-13 19:31:02.363625,2,1,-54,2
0,2020-07-13 19:31:04.368511,2,1,-66,2
0,2020-07-13 19:31:06.373492,2,1,-55,2
0,2020-07-13 19:31:08.378442,2,1,-69,2
0,2020-07-13 19:31:09.995839,2,1,-67,2
0,2020-07-13 19:31:10.088447,2,1,-66,2
0,2020-07-13 19:31:12.093294,2,1,-69,2
0,2020-07-13 19:31:13.522064,2,1,-54,2
0,2020-07-13 19:31:15.527005,2,1,-69,2
0,2020-07-13 19:31:17.531892,2,1,-66,2
0,2020-07-13 19:31:19.536826,2,1,-54,2
0,2020-07-13 19:31:21.541832,2,1,-55,2
0,2020-07-13 19:31:22.754851,2,1,-66,2
0,2020-07-13 19:31:24.383562,2,1,-69,2
0,2020-07-13 19:31:26.015022,2,1,-69,2
0,2020-07-13 19:31:27.644289,2,1,-57,2
0,2020-07-13 19:31:29.542956,2,1,-53,2
0,2020-07-13 19:31:30.087815,2,1,-66,2
0,2020-07-13 19:31:31.717745,2,1,-55,2
0,2020-07-13 19:31:32.263975,2,1,-54,2
0,2020-07-13 19:31:33.076585,2,1,-67,2
0,2020-07-13 19:31:34.159040,2,1,-66,2
0,2020-07-13 19:31:36.164024,2,1,-65,2
0,2020-07-13 19:31:38.168880,2,1,-65,2
0,2020-07-13 19:31:40.173892,2,1,-54,2
0,2020-07-13 19:31:41.217604,2,1,-55,2
0,2020-07-13 19:31:43.222490,2,1,-68,2
0,2020-07-13 19:31:45.227601,2,1,-54,2
0,2020-07-13 19:31:47.197453,2,1,-68,2
0,2020-07-13 19:31:49.202420,2,1,-67,2
0,2020-07-13 19:31:50.459141,2,1,-68,2
0,2020-07-13 19:31:51.739251,2,1,-65,2
0,2020-07-13 19:31:52.010986,2,1,-69,2
0,2020-07-13 19:31:54.016013,2,1,-68,2
0,2020-07-13 19:31:55.824646,2,1,-65,2
0,2020-07-13 19:31:57.829061,2,1,-66,2
0,2020-07-13 19:31:58.017055,2,1,-66,2
0,2020-07-13 19:31:59.354599,2,1,-54,2
0,2020-07-13 19:32:00.084740,2,1,-54,2
0,2020-07-13 19:32:02.075783,2,1,-65,2
0,2020-07-13 19:32:03.434498,2,1,-67,2
0,2020-07-13 19:32:05.438936,2,1,-54,2
0,2020-07-13 19:32:07.444581,2,1,-67,2
0,2020-07-13 19:32:09.448690,2,1,-66,2
0,2020-07-13 19:32:11.053158,2,1,-68,2
0,2020-07-13 19:32:13.058108,2,1,-65,2
0,2020-07-13 19:32:14.035533,2,1,-56,2
0,2020-07-13 19:32:16.040576,2,1,-69,2
0,2020-07-13 19:32:17.832883,2,1,-55,2
0,2020-07-13 19:32:19.837871,2,1,-67,2
0,2020-07-13 19:32:20.286678,2,1,-68,2
0,2020-07-13 19:32:22.291576,2,1,-55,2
0,2020-07-13 19:32:23.002720,2,1,-66,2
0,2020-07-13 19:32:25.007873,2,1,-55,2
0,2020-07-13 19:32:27.012727,2,1,-54,2
0,2020-07-13 19:32:28.166455,2,1,-56,2
0,2020-07-13 19:32:29.717584,2,1,-66,2
0,2020-07-13 19:32:31.722708,2,1,-68,2
0,2020-07-13 19:32:33.323835,2,1,-68,2
0,2020-07-13 19:32:35.328703,2,1,-66,2
0,2020-07-13 19:32:37.333770,2,1,-67,2
0,2020-07-13 19:32:38.302370,2,1,-68,2
0,2020-07-13 19:32:40.307535,2,1,-55,2
0,2020-07-13 19:32:42.313546,2,1,-55,2
0,2020-07-13 19:32:44.318614,2,1,-69,2
0,2020-07-13 19:32:46.323552,2,1,-69,2
0,2020-07-13 19:32:48.327958,2,1,-54,2
0,2020-07-13 19:32:50.333370,2,1,-54,2
0,2020-07-13 19:32:52.337925,2,1,-67,2
0,2020-07-13 19:32:54.343316,2,1,-54,2
0,2020-07-13 19:32:56.348406,2,1,-66,2
0,2020-07-13 19:32:58.353291,2,1,-68,2
0,2020-07-13 19:33:00.357630,2,1,-65,2
0,2020-07-13 19:33:02.363295,2,1,-68,2
0,2020-07-13 19:33:04.367525,2,1,-54,2
0,2020-07-13 19:33:06.373034,2,1,-54,2
0,2020-07-13 19:33:08.377460,2,1,-69,2
0,2020-07-13 19:33:10.383174,2,1,-65,2
0,2020-07-13 19:33:12.387318,2,1,-55,2
0,2020-07-13 19:33:14.392869,2,1,-54,2
0,2020-07-13 19:33:16.397339,2,1,-69,2
0,2020-07-13 19:33:18.402938,2,1,-69,2
0,2020-07-13 19:33:20.407124,2,1,-65,2
0,2020-07-13 19:33:22.412737,2,1,-65,2
0,2020-07-13 19:33:24.417152,2,1,-70,2
0,2020-07-13 19:33:26.422807,2,1,-70,2
0,2020-07-13 19:33:28.426963,2,1,-65,2
0,2020-07-13 19:33:30.432639,2,1,-65,2
0,2020-07-13 19:33:32.423868,2,1,-66,2
0,2020-07-13 19:33:34.428846,2,1,-70,2
0,2020-07-13 19:33:36.433738,2,1,-55,2
0,2020-07-13 19:33:38.438659,2,1,-55,2
0,2020-07-13 19:33:40.443689,2,1,-55,2
0,2020-07-13 19:33:42.448733,2,1,-65,2
0,2020-07-13 19:33:44.453524,2,1,-54,2
0,2020-07-13 19:33:46.458546,2,1,-55,2
0,2020-07-13 19:33:48.466054,2,1,-65,2
0,2020-07-13 19:33:50.471070,2,1,-65,2
0,2020-07-13 19:33:52.475869,2,1,-71,2
0,2020-07-13 19:33:54.480957,2,1,-67,2
0,2020-07-13 19:33:56.485843,2,1,-54,2
0,2020-07-13 19:33:58.490896,2,1,-68,2
0,2020-07-13 19:34:00.495773,2,1,-55,2
0,2020-07-13 19:34:02.500849,2,1,-68,2
0,2020-07-13 19:34:04.505662,2,1,-70,2
0,2020-07-13 19:34:06.510788,2,1,-55,2
0,2020-07-13 19:34:08.515588,2,1,-69,2
0,2020-07-13 19:34:10.520713,2,1,-69,2
0,2020-07-13 19:34:12.525583,2,1,-55,2
0,2020-07-13 19:34:14.530627,2,1,-55,2
0,2020-07-13 19:34:16.535464,2,1,-69,2
0,2020-07-13 19:34:18.540540,2,1,-69,2
0,2020-07-13 19:34:20.545360,2,1,-55,2
0,2020-07-13 19:34:22.550482,2,1,-56,2
0,2020-07-13 19:34:24.555374,2,1,-68,2
0,2020-07-13 19:34:26.560367,2,1,-67,2
0,2020-07-13 19:34:28.565474,2,1,-68,2
0,2020-07-13 19:34:30.570283,2,1,-67,2
0,2020-07-13 19:34:32.575175,2,1,-54,2
0,2020-07-13 19:34:34.580235,2,1,-55,2
0,2020-07-13 19:34:36.585270,2,1,-55,2
0,2020-07-13 19:34:38.590079,2,1,-67,2
0,2020-07-13 19:34:40.595001,2,1,-69,2
0,2020-07-13 19:34:42.600143,2,1,-69,2
0,2020-07-13 19:34:44.605144,2,1,-54,2
0,2020-07-13 19:34:46.609951,2,1,-69,2
0,2020-07-13 19:34:48.614968,2,1,-69,2
0,2020-07-13 19:34:50.619975,2,1,-69,2
0,2020-07-13 19:34:52.624984,2,1,-70,2
0,2020-07-13 19:34:54.629883,2,1,-69,2
0,2020-07-13 19:34:56.634772,2,1,-68,2
0,2020-07-13 19:34:58.639840,2,1,-70,2
0,2020-07-13 19:35:00.644880,2,1,-55,2
0,2020-07-13 19:35:02.649761,2,1,-55,2
0,2020-07-13 19:35:04.654684,2,1,-67,2
0,2020-07-13 19:35:06.659772,2,1,-68,2
0,2020-07-13 19:35:08.664781,2,1,-55,2
0,2020-07-13 19:35:10.669687,2,1,-54,2
0,2020-07-13 19:35:12.674705,2,1,-68,2
0,2020-07-13 19:35:14.679593,2,1,-69,2
0,2020-07-13 19:35:16.684680,2,1,-67,2
0,2020-07-13 19:35:18.689505,2,1,-55,2
0,2020-07-13 19:35:20.694548,2,1,-67,2
0,2020-07-13 19:35:22.699377,2,1,-72,2
0,2020-07-13 19:35:24.704560,2,1,-67,2
0,2020-07-13 19:35:26.709309,2,1,-54,2
0,2020-07-13 19:35:28.714445,2,1,-71,2
0,2020-07-13 19:35:30.719305,2,1,-56,2
0,2020-07-13 19:35:32.724432,2,1,-67,2
0,2020-07-13 19:35:34.729318,2,1,-54,2
0,2020-07-13 19:35:36.734363,2,1,-55,2
0,2020-07-13 19:35:38.739156,2,1,-72,2
0,2020-07-13 19:35:40.744318,2,1,-68,2
0,2020-07-13 19:35:42.749167,2,1,-66,2
0,2020-07-13 19:35:44.754211,2,1,-55,2
0,2020-07-13 19:35:46.759018,2,1,-67,2
0,2020-07-13 19:35:48.764234,2,1,-54,2
0,2020-07-13 19:35:50.770227,2,1,-71,2
0,2020-07-13 19:35:51.110771,2,1,-66,2
0,2020-07-13 19:35:53.116549,2,1,-71,2
0,2020-07-13 19:35:55.121587,2,1,-71,2
0,2020-07-13 19:35:57.126390,2,1,-69,2
0,2020-07-13 19:35:59.131349,2,1,-70,2
0,2020-07-13 19:36:01.136494,2,1,-69,2
0,2020-07-13 19:36:03.141532,2,1,-67,2
0,2020-07-13 19:36:05.147542,2,1,-68,2
0,2020-07-13 19:36:07.152470,2,1,-68,2
0,2020-07-13 19:36:09.157610,2,1,-69,2
0,2020-07-13 19:36:11.162634,2,1,-71,2
0,2020-07-13 19:36:13.167412,2,1,-68,2
0,2020-07-13 19:36:15.172396,2,1,-71,2
0,2020-07-13 19:36:17.177501,2,1,-56,2
0,2020-07-13 19:36:19.182501,2,1,-71,2
0,2020-07-13 19:36:21.187299,2,1,-69,2
0,2020-07-13 19:36:23.192324,2,1,-71,2
0,2020-07-13 19:36:25.197446,2,1,-71,2
0,2020-07-13 19:36:27.202426,2,1,-55,2
0,2020-07-13 19:36:29.207241,2,1,-68,2
0,2020-07-13 19:36:31.212324,2,1,-72,2
0,2020-07-13 19:36:33.217248,2,1,-69,2
0,2020-07-13 19:36:35.222317,2,1,-70,2
0,2020-07-13 19:36:37.227188,2,1,-71,2
0,2020-07-13 19:36:39.232193,2,1,-70,2
0,2020-07-13 19:36:41.237061,2,1,-71,2
0,2020-07-13 19:36:43.242204,2,1,-70,2
0,2020-07-13 19:36:45.188332,2,1,-69,2
0,2020-07-13 19:36:47.193380,2,1,-71,2
0,2020-07-13 19:36:49.198235,2,1,-72,2
0,2020-07-13 19:36:51.203367,2,1,-70,2
0,2020-07-13 19:36:53.208178,2,1,-69,2
0,2020-07-13 19:36:55.213647,2,1,-71,2
0,2020-07-13 19:36:57.219388,2,1,-69,2
0,2020-07-13 19:36:59.224576,2,1,-71,2
0,2020-07-13 19:37:01.229387,2,1,-69,2
0,2020-07-13 19:37:03.237352,2,1,-70,2
0,2020-07-13 19:37:05.243076,2,1,-70,2
0,2020-07-13 19:37:07.248158,2,1,-71,2
0,2020-07-13 19:37:09.253055,2,1,-69,2
0,2020-07-18 10:59:26.237400,0,3,-74,8
0,2020-07-18 10:59:28.242343,0,3,-67,8
0,2020-07-18 10:59:30.247315,0,3,-75,8
0,2020-07-18 10:59:31.916160,0,3,-70,8
0,2020-07-18 10:59:32.013551,0,3,-71,8
0,2020-07-18 10:59:34.018659,0,3,-73,8
0,2020-07-18 10:59:36.023735,0,3,-73,8
0,2020-07-18 10:59:37.685115,0,3,-70,8
0,2020-07-18 10:59:39.690208,0,3,-73,8
0,2020-07-18 10:59:41.695253,0,3,-70,8
0,2020-07-18 10:59:43.700329,0,3,-71,8
0,2020-07-18 10:59:45.705462,0,3,-75,8
0,2020-07-18 10:59:46.104143,0,3,-70,8
0,2020-07-18 10:59:48.109284,0,3,-76,8
0,2020-07-18 10:59:50.114356,0,3,-72,8
0,2020-07-18 10:59:52.119469,0,3,-74,8
0,2020-07-18 10:59:54.124497,0,3,-72,8
0,2020-07-18 10:59:56.129571,0,3,-73,8
0,2020-07-18 10:59:58.134742,0,3,-74,8
0,2020-07-18 11:00:00.139805,0,3,-71,8
0,2020-07-18 11:00:01.304150,0,3,-74,8
0,2020-07-18 11:00:03.312022,0,3,-71,8
0,2020-07-18 11:00:05.317473,0,3,-72,8
0,2020-07-18 11:00:07.322517,0,3,-71,8
0,2020-07-18 11:00:09.330978,0,3,-72,8
0,2020-07-18 11:00:11.336539,0,3,-72,8
0,2020-07-18 11:00:13.020271,0,3,-72,8
0,2020-07-18 11:00:14.910004,0,3,-70,8
0,2020-07-18 11:00:15.017863,0,3,-72,8
0,2020-07-18 11:00:17.022935,0,3,-72,8
0,2020-07-18 11:00:19.028009,0,3,-71,8
0,2020-07-18 11:00:21.033173,0,3,-74,8
0,2020-07-18 11:00:23.038196,0,3,-71,8
0,2020-07-18 11:00:25.043260,0,3,-74,8
0,2020-07-18 11:00:27.051727,0,3,-71,8
0,2020-07-18 11:00:29.057207,0,3,-72,8
0,2020-07-18 11:00:31.062272,0,3,-71,8
0,2020-07-18 11:00:33.067456,0,3,-71,8
0,2020-07-18 11:00:35.072430,0,3,-75,8
0,2020-07-18 11:00:37.077506,0,3,-73,8
0,2020-07-18 11:00:39.082650,0,3,-71,8
0,2020-07-18 11:00:41.087703,0,3,-71,8
0,2020-07-18 11:00:43.092759,0,3,-74,8
0,2020-07-18 11:00:45.097883,0,3,-73,8
0,2020-07-18 11:00:47.103022,0,3,-72,8
0,2020-07-18 11:00:49.108023,0,3,-72,8
0,2020-07-18 11:00:51.113113,0,3,-70,8
0,2020-07-18 11:00:53.118265,0,3,-71,8
0,2020-07-18 11:00:55.123277,0,3,-75,8
0,2020-07-18 11:00:57.128338,0,3,-71,8
0,2020-07-18 11:00:59.133437,0,3,-72,8
0,2020-07-18 11:01:01.138571,0,3,-72,8
0,2020-07-18 11:01:03.143607,0,3,-70,8
0,2020-07-18 11:01:05.148694,0,3,-72,8
0,2020-07-18 11:01:07.153808,0,3,-71,8
0,2020-07-18 11:01:09.158904,0,3,-72,8
0,2020-07-18 11:01:11.163949,0,3,-70,8
0,2020-07-18 11:01:12.442734,0,3,-72,8
0,2020-07-18 11:01:14.447963,0,3,-72,8
0,2020-07-18 11:01:16.452919,0,3,-74,8
0,2020-07-18 11:01:18.457989,0,3,-74,8
0,2020-07-18 11:01:20.463093,0,3,-71,8
0,2020-07-18 11:01:22.468202,0,3,-71,8
0,2020-07-18 11:01:24.473241,0,3,-72,8
0,2020-07-18 11:01:26.478318,0,3,-74,8
0,2020-07-18 11:01:28.483493,0,3,-72,8
0,2020-07-18 11:01:30.488505,0,3,-72,8
0,2020-07-18 11:01:32.493556,0,3,-74,8
0,2020-07-18 11:01:34.498703,0,3,-75,8
0,2020-07-18 11:01:36.503729,0,3,-76,8
0,2020-07-18 11:01:38.508804,0,3,-73,8
0,2020-07-18 11:01:40.513948,0,3,-72,8
0,2020-07-18 11:01:42.519029,0,3,-75,8
0,2020-07-18 11:01:44.524168,0,3,-71,8
0,2020-07-18 11:01:46.529268,0,3,-71,8
0,2020-07-18 11:01:48.534250,0,3,-75,8
0,2020-07-18 11:01:50.539334,0,3,-70,8
0,2020-07-18 11:01:52.544505,0,3,-72,8
0,2020-07-18 11:01:54.549598,0,3,-71,8
0,2020-07-18 11:01:56.554582,0,3,-74,8
0,2020-07-18 11:01:58.559739,0,3,-72,8
0,2020-07-18 11:02:00.564756,0,3,-71,8
0,2020-07-18 11:02:02.569833,0,3,-71,8
0,2020-07-18 11:02:04.574961,0,3,-71,8
0,2020-07-18 11:02:06.579989,0,3,-74,8
0,2020-07-18 11:02:08.585067,0,3,-71,8
0,2020-07-18 11:02:10.590208,0,3,-73,8
0,2020-07-18 11:02:12.595234,0,3,-72,8
0,2020-07-18 11:02:14.600443,0,3,-71,8
0,2020-07-18 11:02:16.605468,0,3,-72,8
0,2020-07-18 11:02:18.610566,0,3,-72,8
0,2020-07-18 11:02:20.615701,0,3,-72,8
0,2020-07-18 11:02:22.620721,0,3,-70,8
0,2020-07-18 11:02:24.625746,0,3,-74,8
0,2020-07-18 11:02:26.630822,0,3,-75,8
0,2020-07-18 11:02:28.635945,0,3,-71,8
0,2020-07-18 11:02:30.641018,0,3,-71,8
0,2020-07-18 11:02:31.015965,0,3,-72,8
0,2020-07-18 11:02:33.021100,0,3,-56,8
0,2020-07-18 11:02:35.026298,0,3,-75,8
0,2020-07-18 11:02:37.031258,0,3,-76,8
0,2020-07-18 11:02:39.036421,0,3,-74,8
0,2020-07-18 11:02:41.041449,0,3,-69,8
0,2020-07-18 11:02:43.046587,0,3,-70,8
0,2020-07-18 11:02:45.051585,0,3,-72,8
0,2020-07-18 11:02:47.056701,0,3,-73,8
0,2020-07-18 11:02:49.061770,0,3,-73,8
0,2020-07-18 11:02:51.066923,0,3,-75,8
0,2020-07-18 11:02:53.071915,0,3,-70,8
0,2020-07-18 11:02:55.077056,0,3,-69,8
0,2020-07-18 11:02:57.082104,0,3,-72,8
0,2020-07-18 11:02:59.087242,0,3,-74,8
0,2020-07-18 11:03:01.092264,0,3,-73,8
0,2020-07-18 11:03:03.097342,0,3,-72,8
0,2020-07-18 11:03:05.102420,0,3,-71,8
0,2020-07-18 11:03:07.107533,0,3,-73,8
0,2020-07-18 11:03:09.112598,0,3,-71,8
0,2020-07-18 11:03:11.117677,0,3,-74,8
0,2020-07-18 11:03:13.122904,0,3,-73,8
0,2020-07-18 11:03:15.127859,0,3,-74,8
